text,category
[프로필] 국정원 1차장 이동수·2차장 김호홍·기조실장 김희수,정책
"과기부, 30일 SKT 유심 해킹 사고 조사 결과 발표",정책
[프로필] 구윤철 신임 경제부총리…'예산통'에 청와대 경험도 풍부,정책
이재명 정부 초대 경제 사령탑에 ‘예산통’ 구윤철,정책
"정은경 ""의정갈등 신속히 해결…국민 중심 보건의료체계 만들 것""",정책
[프로필] 이호현 산업통상자원부 2차관… 에너지고속도로 구축 이끌 에너지통,정책
새 정부 경제사령탑 구윤철…확장 재정 주도 '예산통' [프로필],정책
"[프로필] 이상경 국토부 1차관, 불로소득 차단과 개발이익 환수 주장 개혁론자",정책
[프로필]구윤철 기획재정부 장관 후보자…'예산·정책' 전문가,정책
[프로필]산업부 장관에 김정관 두산에너빌리티 사장 지명…관료 출신 기업인,정책
이재명 정부 첫 경제사령탑에 구윤철…산업 수출엔 김정관 전진 배치,정책
"내란특검 윤석열 2차 소환, 김민석 총리 인준안 처리…이번주(30일~7월4일) 주요일정",정책
"신복위 인천·경기북부지역본부, 의정부 거주 취약계층에 1천만원 상당 생필품 지원",정책
"경제부총리 지명됐지만…기재부, 새경방·내년 예산안 속도 내나",정책
李 대통령 복지부 장관 후보자에 정은경 전 질병청장 지명,정책
"정은경 복지장관 후보자, 코로나19 시기 ‘K-방역’ 주역",정책
"[프로필]이형훈 복지부 2차관…'보건 전문가, 문제해결 적임자'",정책
취약계층 ‘에너지 바우처’ 7월부터 사용,정책
[프로필] 김정관 산업부 장관 후보자…기재부 '정책통' 출신 기업인,정책
김정관 산업부 장관 후보자…기재부 ‘정책통’ 출신 기업인,정책
[속보] 국토교통부 1차관에 이상경 현 가천대 교수,정책
[속보] 산자부 2차관에 이호현 에너지정책실장…국토부 1차관은 이상경 가천대 교수,정책
[속보] 산업장관 후보자에 김정관 두산에너빌리티 사장,정책
"iH·SH·GH, 캠코와 국·공유지 복합개발 MOU",정책
"李대통령, 산업부 장관에 김정관 두산에너빌리티 사장 지명",정책
산업부 장관에 ‘에너지 플랜트’ 사장…복지부 장관에 코로나19 방역 사령탑,정책
[프로필] 李정부 초대 경제사령탑 구윤철…확장재정 이끌 '예산통',정책
"[프로필]행안부 장관 후보에 윤호중 의원…""신념 가진 정책통""",정책
산업부 장관 후보자에 김정관 지명…관료 출신 에너지 전문가,정책
[프로필]李정부 초대 경제사령탑 후보자에 '정책통' 구윤철,정책
[속보] 산업부 2차관에 이호현 에너지정책실장 임명,정책
李정부 초대 경제부총리에 구윤철…법무장관에 최측근 정성호,정책
"국힘 ""투기꾼 잡겠다고 실수요자에 수류탄""…대출규제 전면재검토 촉구",정책
기재 구윤철·산업 김정관…6개 부처 장관 인선,정책
[프로필]오유경 식약처장…민·관·학 두루 거친 약학 전문가,정책
법무차관에 이진수 대검 형사부장…국토부 1차관에 이상경 교수(종합),정책
"국정위 해수부 부산 이전, 신속추진 과제 선정…'사시 부활' 검토 예정",정책
산업부 장관에 관료 출신 기업인 김정관 두산에너빌리티 사장 지명,정책
"두산 거친 기재부 '에이스'…""새 정부 성공이 대한민국 성공""",정책
올 에너지바우처 7월부터 사용 시작…여름 전기요금부터 지원,정책
[프로필]신임 산업장관에 김정관 두산에너빌 사장 …기재부 출신 전략통,정책
"‘코로나 사령탑’ 정은경, 복지부 장관 후보자 지명 [프로필]",정책
[프로필] 李정부 초대 경제부총리에 구윤철… 진보 정부 때마다 요직 발탁된 ‘예산·정책통’,정책
"경제부총리에 구윤철…기재부 ‘예산통’, 최장수 국무조정실장",정책
"광주시의회, 중심상업지구 용적률 재표결…결과 예측불허(종합2보)",정책
